,Unnamed: 0,prop_name,completion_year,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate,count
10605,10605,Green Park,,1200,house,Selangor,Seri Kembangan,Condominium,3,2.0,2.0,845.0,1.0,11.0,24.0
10606,10606,Residensi Idaman Abadi Fasa 1&2,,1000,house,Selangor,Kajang,Condominium,3,2.0,2.0,1022.0,0.0,,44.0
10607,10607,Citadines DPulze Cyberjaya,,1250,room,Selangor,Cyberjaya,Service Residence,1,,1.0,558.0,2.0,9.0,1.0
10608,10608,i-Suite @ i-City,2017.0,1300,house,Selangor,I-City,Service Residence,2,1.0,1.0,626.0,2.0,12.0,29.0
10609,10609,Menara Impian,2014.0,1400,room,Selangor,Ampang,Condominium,1,1.0,1.0,700.0,2.0,14.0,2.0
10610,10610,Sri Anggerik 2,,750,house,Selangor,Puchong,Apartment,3,,2.0,800.0,0.0,3.0,5.0
10611,10611,Liberty Tower @ i-City,,1800,house,Selangor,I-City,Service Residence,2,1.0,2.0,850.0,2.0,12.0,3.0
10612,10612,Gaya Resort Homes,2017.0,1400,house,Selangor,Shah Alam,Service Residence,2,1.0,2.0,760.0,1.0,,22.0
10613,10613,Pangsapuri Kuang,,600,house,Selangor,Seri Kembangan,Flat,3,,2.0,650.0,0.0,1.0,1.0
10614,10614,,,550,house,Selangor,Shah Alam,Apartment,3,,2.0,650.0,0.0,2.0,
10615,10615,Pangsapuri Orkid,,760,house,Selangor,Shah Alam,Apartment,3,,2.0,834.0,0.0,2.0,14.0
10616,10616,,,820,house,Selangor,Shah Alam,Apartment,3,,2.0,650.0,1.0,3.0,
10617,10617,Residensi Permai,2020.0,1500,house,Selangor,Kajang,Condominium,3,2.0,2.0,1000.0,2.0,14.0,14.0
10618,10618,Riana Green,2003.0,1700,room,Selangor,Petaling Jaya,Condominium,1,1.0,1.0,750.0,2.0,13.0,4.0
10619,10619,Residensi Zamrud @ Kajang,2019.0,1200,house,Selangor,Kajang,Condominium,3,2.0,2.0,1023.0,1.0,8.0,27.0
10620,10620,Landmark Residence,2019.0,1700,house,Selangor,Bandar Sungai Long,Service Residence,3,2.0,2.0,1163.0,2.0,12.0,27.0
10621,10621,Sentrovue,2018.0,1500,house,Selangor,Puncak Alam,Service Residence,3,1.0,2.0,842.0,2.0,9.0,20.0
10622,10622,Residensi Zamrud,,700,house,Selangor,Kajang,Condominium,3,2.0,2.0,1023.0,1.0,14.0,29.0
10623,10623,Mentari Court,2006.0,650,house,Selangor,Petaling Jaya,Apartment,4,,2.0,774.0,2.0,5.0,27.0
10624,10624,Vista Bangi,2021.0,1500,house,Selangor,Kajang,Condominium,3,2.0,2.0,1000.0,0.0,8.0,27.0
10625,10625,Flat Seri Anggerik,,630,house,Selangor,Bangi,Flat,3,,2.0,650.0,1.0,3.0,1.0
10626,10626,GAIA Residences,,1300,house,Selangor,Rawang,Apartment,2,2.0,1.0,640.0,0.0,,3.0
10627,10627,Kristal Heights (Gombak),,1100,house,Selangor,Gombak,Apartment,3,1.0,2.0,904.0,1.0,,4.0
10628,10628,D'Kristal,,950,house,Selangor,Semenyih,Apartment,3,1.0,2.0,810.0,2.0,4.0,7.0
10629,10629,Icon Residenz @ Icon City,2016.0,1800,house,Selangor,Petaling Jaya,Service Residence,2,1.0,1.0,674.0,2.0,10.0,7.0
10630,10630,Selesa I-Resort Apartment,,900,house,Selangor,Kajang,Apartment,3,1.0,2.0,957.0,0.0,3.0,1.0
10631,10631,Desaminium Rimba,2005.0,900,house,Selangor,Seri Kembangan,Condominium,5,,3.0,1100.0,0.0,5.0,8.0
10632,10632,,,530,house,Selangor,Seri Kembangan,Apartment,3,,1.0,650.0,0.0,2.0,
10633,10633,Palmyra Residences,,1200,house,Selangor,Bangi,Service Residence,3,2.0,2.0,1000.0,2.0,,17.0
10634,10634,Anggerik Apartment (Seri Kembangan),,600,house,Selangor,Seri Kembangan,Apartment,3,,2.0,657.0,0.0,2.0,1.0
10635,10635,equine,,600,house,Selangor,Seri Kembangan,Flat,3,,2.0,650.0,0.0,,1.0
10636,10636,Astoria Ampang,2020.0,2500,house,Selangor,Ampang,Service Residence,2,2.0,2.0,735.0,2.0,10.0,19.0
10637,10637,Pangsapuri Seri Sentosa,,700,house,Selangor,Puchong,Flat,3,,1.0,650.0,1.0,3.0,5.0
10638,10638,Taman Cheras Awana Apartment,,750,house,Selangor,Cheras,Apartment,3,,2.0,780.0,1.0,1.0,4.0
10639,10639,Seri Warisan,,1400,house,Selangor,Sepang,Apartment,3,,2.0,900.0,2.0,3.0,9.0
10640,10640,Juta Mines,2005.0,1050,house,Selangor,Seri Kembangan,Condominium,3,1.0,2.0,901.0,2.0,8.0,21.0
10641,10641,Evo SOHO Suites @ Bandar Baru Bangi,2016.0,1100,room,Selangor,Bangi,Service Residence,1,1.0,1.0,454.0,2.0,10.0,9.0
10642,10642,Asteria,,950,house,Selangor,Klang,Apartment,3,,2.0,850.0,0.0,2.0,13.0
10643,10643,Pusat Hentian Kajang,,750,house,Selangor,Kajang,Flat,3,,1.0,727.0,0.0,1.0,9.0
10644,10644,Desa Mutiara (Kajang),,750,house,Selangor,Kajang,Apartment,3,1.0,2.0,798.0,0.0,3.0,1.0
10645,10645,Seri Perantau Pangsapuri,,760,house,Selangor,Klang,Flat,3,,2.0,650.0,0.0,,1.0
10646,10646,Perdana Park,,1200,house,Selangor,Rawang,Apartment,3,,2.0,950.0,0.0,2.0,7.0
10647,10647,,,1700,house,Selangor,Cheras,Condominium,3,2.0,2.0,1124.0,2.0,6.0,
10648,10648,Pandora @ Tropicana Metropark,2017.0,1200,room,Selangor,Subang Jaya,Condominium,1,1.0,1.0,600.0,1.0,6.0,14.0
10649,10649,Residensi Idaman Abadi Fasa 1&2,,1300,house,Selangor,Kajang,Condominium,3,2.0,3.0,1022.0,1.0,7.0,44.0
10650,10650,Taman Orkid Shop Apartment Batu 9 Cheras,,900,house,Selangor,Cheras,Apartment,3,,1.0,763.0,1.0,2.0,5.0
10651,10651,Impian Seri Setia,,700,house,Selangor,Petaling Jaya,Apartment,3,,2.0,650.0,0.0,1.0,2.0
10652,10652,Residensi Idaman Abadi Fasa 1&2,,1200,house,Selangor,Kajang,Condominium,3,2.0,3.0,1022.0,1.0,6.0,44.0
10653,10653,Pangsapuri Angsana,,750,house,Selangor,Cheras,Apartment,3,,2.0,750.0,0.0,,7.0
10654,10654,Vista Sungai Ramal,,1150,house,Selangor,Kajang,Apartment,3,2.0,2.0,1000.0,0.0,4.0,16.0
10655,10655,Trefoil,2015.0,1800,house,Selangor,Setia Alam,Service Residence,2,1.0,2.0,791.0,2.0,12.0,41.0
10656,10656,Idaman Residensi Selangorku,,1300,house,Selangor,Cyberjaya,Apartment,3,2.0,2.0,1000.0,1.0,6.0,25.0
10657,10657,"Selangorku PR1MA Lakefront Homes , Cyberjaya",,1400,house,Selangor,Sepang,Apartment,3,,2.0,850.0,1.0,9.0,18.0
10658,10658,Ukay Perdana,,750,house,Selangor,Ampang,Apartment,3,,2.0,850.0,0.0,3.0,13.0
10659,10659,saujana apartment,,1000,house,Selangor,Damansara Damai,Apartment,3,1.0,2.0,850.0,0.0,6.0,37.0
10660,10660,Impian Apartment,,900,house,Selangor,Damansara Damai,Apartment,3,1.0,2.0,680.0,1.0,6.0,13.0
10661,10661,Mutiara Perdana (Bandar Sunway),,4650,house,Selangor,Bandar Sunway,Apartment,3,,2.0,986.0,1.0,3.0,7.0
10662,10662,Ehsan Residence @ Sepang,2017.0,1800,house,Selangor,Sepang,Condominium,3,,2.0,1070.0,2.0,7.0,10.0
10663,10663,Centrestage Designer Suite,,150,room,Selangor,Petaling Jaya,Service Residence,1,1.0,1.0,111.0,0.0,,24.0
10664,10664,D'Cerrum Apartment,2019.0,1200,house,Selangor,Semenyih,Apartment,3,,2.0,900.0,1.0,10.0,14.0
10665,10665,BSP21,2018.0,1500,house,Selangor,Jenjarom,Service Residence,3,,2.0,1038.0,0.0,12.0,17.0
10666,10666,Pangsapuri Sri Kemuning,,1250,house,Selangor,Shah Alam,Apartment,3,,2.0,850.0,1.0,3.0,4.0
10667,10667,Hillpark Residence,,1000,house,Selangor,Semenyih,Service Residence,2,2.0,2.0,823.0,1.0,9.0,21.0
10668,10668,Vista Millennium Condominiums,,1100,house,Selangor,Puchong,Condominium,3,1.0,2.0,850.0,1.0,9.0,30.0
10669,10669,Pangsapuri Seroja @ Setia Alam,,1100,house,Selangor,Shah Alam,Apartment,3,,2.0,650.0,2.0,3.0,4.0
10670,10670,Pangsapuri Baiduri (Bandar Tasik Kesuma),,270,house,Selangor,Beranang,Apartment,3,1.0,2.0,750.0,1.0,2.0,6.0
10671,10671,Golden Villa,,800,house,Selangor,Klang,Apartment,3,1.0,2.0,850.0,0.0,6.0,6.0
10672,10672,LakeFront Residence,,1700,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1010.0,1.0,9.0,33.0
10673,10673,"Pangsapuri Seri Akasia , Puchong Prima",,1300,house,Selangor,Puchong,Apartment,3,,2.0,900.0,2.0,9.0,3.0
10674,10674,Ceria,,900,house,Selangor,Kapar,Apartment,3,,2.0,720.0,0.0,5.0,2.0
10675,10675,One South,2013.0,1200,room,Selangor,Seri Kembangan,Service Residence,1,1.0,1.0,475.0,2.0,5.0,4.0
10676,10676,BSP 21,2018.0,1100,house,Selangor,Bandar Saujana Putra,Service Residence,3,2.0,2.0,1048.0,1.0,6.0,27.0
10677,10677,Empire Damansara,2013.0,1350,room,Selangor,Damansara Perdana,Condominium,1,,2.0,752.0,2.0,3.0,2.0
10678,10678,Setia City Residences,2020.0,2800,house,Selangor,Setia Alam,Service Residence,3,,2.0,985.0,2.0,12.0,68.0
10679,10679,Vega Residensi,2009.0,1800,house,Selangor,Cyberjaya,Service Residence,3,2.0,2.0,1000.0,2.0,9.0,8.0
10680,10680,First Subang,2010.0,1800,room,Selangor,Subang Jaya,Service Residence,1,,1.0,541.0,2.0,4.0,2.0
10681,10681,Permai Ria,,1300,house,Selangor,Batu Caves,Condominium,3,1.0,1.0,970.0,1.0,8.0,1.0
10682,10682,Suria Jaya,,1000,room,Selangor,Shah Alam,Studio,1,,2.0,430.0,1.0,4.0,4.0
10683,10683,Suria Jaya,,900,room,Selangor,Shah Alam,Studio,1,,1.0,430.0,1.0,,4.0
10684,10684,Bayu Puteri,2004.0,1350,house,Selangor,Petaling Jaya,Apartment,3,2.0,2.0,850.0,1.0,13.0,26.0
10685,10685,The Wharf Residence,2014.0,1650,house,Selangor,Puchong,Condominium,3,1.0,2.0,1000.0,2.0,7.0,11.0
10686,10686,Bukit Subang,,1000,house,Selangor,Shah Alam,Apartment,3,1.0,2.0,850.0,1.0,5.0,4.0
10687,10687,Flat Taman Bukit Segar,,824,house,Selangor,Cheras,Flat,3,,1.0,650.0,1.0,2.0,3.0
10688,10688,Pendekar,,650,house,Selangor,Cheras,Flat,3,1.0,2.0,600.0,0.0,5.0,4.0
10689,10689,Desa Mentari,,670,house,Selangor,Petaling Jaya,Apartment,3,,2.0,650.0,0.0,5.0,21.0
10690,10690,Metropolitan Square,2013.0,1600,house,Selangor,Damansara Perdana,Condominium,2,1.0,2.0,725.0,2.0,6.0,7.0
10691,10691,Vistana Mahkota,,900,house,Selangor,Bandar Mahkota Cheras,Apartment,3,,2.0,950.0,1.0,5.0,4.0
10692,10692,"Oxford Tower, Garden Plaza",,1199,house,Selangor,Cyberjaya,Apartment,4,1.0,2.0,700.0,2.0,10.0,5.0
10693,10693,One South,2013.0,1500,house,Selangor,Seri Kembangan,Service Residence,3,1.0,2.0,1065.0,2.0,,4.0
10694,10694,Palma Apartment (Bandar Country Homes),,400,house,Selangor,Rawang,Apartment,3,,2.0,650.0,0.0,,3.0
10695,10695,Block RPS Flat,,660,house,Selangor,Kajang,Flat,3,,2.0,712.0,0.0,1.0,2.0
10696,10696,Pangsapuri Seri Proton,,700,house,Selangor,Klang,Apartment,3,,2.0,764.0,0.0,4.0,4.0
10697,10697,Mutiara Residence,,1499,house,Selangor,Seri Kembangan,Service Residence,4,2.0,3.0,1033.0,2.0,3.0,2.0
10698,10698,D'Cerrum Apartment,2019.0,900,house,Selangor,Semenyih,Apartment,3,2.0,2.0,950.0,1.0,9.0,14.0
10699,10699,Trefoil,2015.0,1700,room,Selangor,Setia Alam,Studio,1,1.0,1.0,791.0,2.0,8.0,15.0
10700,10700,Puri Aiyu,2006.0,1700,house,Selangor,Shah Alam,Apartment,3,2.0,2.0,1009.0,2.0,9.0,10.0
10701,10701,Amara Service Residences,2014.0,1000,house,Selangor,Batu Caves,Service Residence,3,2.0,2.0,1035.0,0.0,11.0,63.0
10702,10702,LakeFront Residence,,1500,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,850.0,2.0,4.0,33.0
10703,10703,Astana Alam 1 Pangsapuri Blok Cindai,,700,house,Selangor,Puncak Alam,Apartment,3,1.0,2.0,680.0,1.0,3.0,3.0
10704,10704,I Residence @ Kota Damansara,,2400,house,Selangor,Kota Damansara,Service Residence,3,2.0,2.0,1260.0,2.0,14.0,29.0
10705,10705,Traders Garden @ Cheras Selatan,2022.0,2000,house,Selangor,Cheras,Service Residence,3,2.0,2.0,773.0,2.0,4.0,23.0
10706,10706,Desa Mentari,,750,house,Selangor,Petaling Jaya,Apartment,3,,2.0,780.0,0.0,3.0,21.0
10707,10707,Sfera Residency,2018.0,1693,house,Selangor,Seri Kembangan,Condominium,3,2.0,2.0,978.0,2.0,10.0,12.0
10708,10708,Vista Alam Serviced Apartment,2014.0,2500,house,Selangor,Shah Alam,Service Residence,3,2.0,2.0,1350.0,2.0,11.0,59.0
10709,10709,"Orchis Apartment, Bandar Parklands",2017.0,1200,house,Selangor,Klang,Apartment,3,1.0,2.0,850.0,0.0,,7.0
10710,10710,Canopy Hills,2022.0,1100,house,Selangor,Kajang,Condominium,2,1.0,1.0,600.0,1.0,7.0,69.0
10711,10711,Studio Fourteen,2012.0,1000,room,Selangor,Shah Alam,Studio,1,1.0,1.0,450.0,2.0,8.0,5.0
10712,10712,Studio Fourteen,2012.0,1200,room,Selangor,Shah Alam,Condominium,1,1.0,1.0,450.0,2.0,7.0,1.0
10713,10713,Vista Alam Serviced Apartment,2014.0,1850,house,Selangor,Shah Alam,Service Residence,2,1.0,2.0,759.0,2.0,11.0,59.0
10714,10714,Green Park,,1150,house,Selangor,Seri Kembangan,Condominium,3,2.0,2.0,854.0,1.0,14.0,24.0
10715,10715,Desaminium Rimba,2005.0,1300,house,Selangor,Seri Kembangan,Condominium,5,1.0,3.0,1114.0,2.0,5.0,8.0
10716,10716,Mahkota Garden Residence Condominium,,1300,house,Selangor,Bandar Mahkota Cheras,Condominium,4,2.0,3.0,1396.0,2.0,14.0,44.0
10717,10717,Vega Residensi,2009.0,1000,room,Selangor,Cyberjaya,Service Residence,1,1.0,1.0,556.0,2.0,14.0,8.0
10718,10718,Radius Residence,2013.0,1250,house,Selangor,Batu Caves,Condominium,3,1.0,2.0,915.0,1.0,8.0,5.0
10719,10719,Studio Fourteen,2012.0,1300,room,Selangor,Shah Alam,Studio,1,1.0,1.0,450.0,2.0,9.0,5.0
10720,10720,Saville @ Kajang,,1250,house,Selangor,Kajang,Service Residence,2,,2.0,709.0,1.0,5.0,18.0
10721,10721,Kiara Plaza,2017.0,1150,house,Selangor,Semenyih,Service Residence,3,2.0,2.0,919.0,1.0,8.0,22.0
10722,10722,Vista Alam Serviced Apartment,2014.0,1300,room,Selangor,Shah Alam,Studio,1,1.0,1.0,650.0,2.0,10.0,2.0
10723,10723,i-Suite @ i-City,2017.0,1300,house,Selangor,I-City,Service Residence,2,1.0,1.0,626.0,2.0,11.0,29.0
10724,10724,i-Suite @ i-City,2017.0,1700,house,Selangor,I-City,Service Residence,2,1.0,2.0,907.0,2.0,12.0,29.0
10725,10725,Studio Fourteen,2012.0,1200,room,Selangor,Shah Alam,Studio,1,1.0,1.0,450.0,2.0,8.0,5.0
10726,10726,,,1300,house,Selangor,Seri Kembangan,Service Residence,2,,2.0,881.0,1.0,12.0,
10727,10727,,,700,house,Selangor,Seri Kembangan,Others,3,,1.0,782.0,1.0,2.0,
10728,10728,,,1600,house,Selangor,Cheras,Condominium,4,4.0,4.0,2276.0,0.0,4.0,
10729,10729,The iResidence Condominium,,3000,house,Selangor,Bandar Mahkota Cheras,Condominium,5,2.0,3.0,2185.0,2.0,12.0,5.0
10730,10730,Menara U,2013.0,1600,house,Selangor,Shah Alam,Condominium,2,1.0,1.0,622.0,0.0,9.0,21.0
10731,10731,Goodyear Court 7,,1300,house,Selangor,Subang Jaya,Apartment,3,1.0,2.0,938.0,1.0,6.0,6.0
10732,10732,Highpark Suites,,1400,room,Selangor,Kelana Jaya,Condominium,1,,1.0,350.0,2.0,4.0,8.0
10733,10733,Traders Garden @ Cheras Selatan,2022.0,1900,house,Selangor,Cheras,Service Residence,3,2.0,2.0,773.0,2.0,9.0,23.0
10734,10734,Landmark II,2019.0,1650,house,Selangor,Kajang,Service Residence,3,2.0,2.0,1163.0,2.0,7.0,6.0
10735,10735,Vista Alam Serviced Apartment,2014.0,1200,room,Selangor,Shah Alam,Service Residence,1,1.0,1.0,650.0,0.0,9.0,59.0
10736,10736,Flat PKNS Seksyen 7 Shah Alam,,1200,house,Selangor,Shah Alam,Flat,3,,2.0,750.0,1.0,4.0,14.0
10737,10737,Vista Alam Serviced Apartment,2014.0,1400,house,Selangor,Shah Alam,Service Residence,2,1.0,1.0,700.0,0.0,9.0,59.0
10738,10738,Kiara Plaza,2017.0,998,house,Selangor,Semenyih,Service Residence,3,,2.0,1100.0,1.0,11.0,22.0
10739,10739,Menara U,2013.0,1700,house,Selangor,Shah Alam,Condominium,2,1.0,1.0,527.0,2.0,8.0,21.0
10740,10740,Kampung Lindungan,,900,house,Selangor,Petaling Jaya,Flat,2,,1.0,600.0,1.0,,4.0
10741,10741,Vista Alam Serviced Apartment,2014.0,1500,room,Selangor,Shah Alam,Service Residence,1,1.0,1.0,650.0,2.0,11.0,59.0
10742,10742,Menara U2,2014.0,1400,house,Selangor,Shah Alam,Service Residence,2,1.0,1.0,450.0,2.0,6.0,22.0
10743,10743,Amerin Residence,2017.0,1800,house,Selangor,Kajang,Service Residence,3,2.0,2.0,1260.0,0.0,11.0,32.0
10744,10744,Armanee Terrace I,2008.0,3600,house,Selangor,Petaling Jaya,Condominium,4,2.0,3.0,2377.0,1.0,10.0,7.0
10745,10745,My Loft @ Empire City,2015.0,1000,room,Selangor,Damansara Perdana,Condominium,1,,2.0,800.0,1.0,3.0,4.0
10746,10746,D'Cerrum Apartment,2019.0,800,house,Selangor,Semenyih,Apartment,3,2.0,2.0,949.0,1.0,8.0,14.0
10747,10747,Green Terrain Prima Villa Detached Condo,,1600,house,Selangor,Cheras,Condominium,4,1.0,3.0,1368.0,0.0,6.0,2.0
10748,10748,D'Cassia Apartment,2019.0,950,house,Selangor,Semenyih,Apartment,3,2.0,2.0,860.0,1.0,9.0,20.0
10749,10749,Bayu Puteri,2004.0,1250,house,Selangor,Petaling Jaya,Apartment,3,,2.0,850.0,1.0,9.0,26.0
10750,10750,Summer Villa,,2000,house,Selangor,Subang Jaya,Condominium,2,,2.0,1800.0,1.0,11.0,1.0
10751,10751,,,1000,house,Selangor,Kajang,Condominium,3,1.0,2.0,1008.0,0.0,7.0,
10752,10752,Vista Alam Serviced Apartment,2014.0,1500,room,Selangor,Shah Alam,Service Residence,1,,1.0,650.0,2.0,6.0,59.0
10753,10753,Seri Tijanni,,1500,house,Selangor,Sungai Buloh,Condominium,3,2.0,2.0,1050.0,1.0,8.0,2.0
10754,10754,Residensi Adelia,,1100,house,Selangor,Kajang,Condominium,3,2.0,2.0,1082.0,1.0,10.0,19.0
10755,10755,Glenview Villa,2006.0,1400,house,Selangor,Cheras,Condominium,3,2.0,2.0,1141.0,1.0,8.0,3.0
10756,10756,Cendana,,850,house,Selangor,Rawang,Apartment,3,2.0,2.0,850.0,0.0,4.0,1.0
10757,10757,Menara U2,2014.0,1500,house,Selangor,Shah Alam,Service Residence,2,1.0,1.0,527.0,2.0,7.0,22.0
10758,10758,Sri Dahlia Apartment (Kajang),2004.0,950,house,Selangor,Kajang,Apartment,3,1.0,2.0,978.0,2.0,4.0,3.0
10759,10759,Harmoni @ Eco Majestic,2019.0,850,house,Selangor,Semenyih,Apartment,3,2.0,2.0,900.0,1.0,9.0,26.0
10760,10760,Empire Damansara,2013.0,12500,room,Selangor,Damansara Perdana,Service Residence,1,1.0,2.0,750.0,2.0,1.0,22.0
10761,10761,Residensi Zamrud @ Kajang,2019.0,1100,house,Selangor,Kajang,Condominium,3,,2.0,1023.0,1.0,6.0,27.0
10762,10762,GAIA Residences,,1300,house,Selangor,Rawang,Service Residence,2,2.0,1.0,640.0,0.0,4.0,1.0
10763,10763,Putra Residence,2018.0,2400,house,Selangor,Subang Jaya,Service Residence,3,2.0,2.0,1044.0,2.0,9.0,4.0
10764,10764,Green Acre Park,2001.0,1100,house,Selangor,Kajang,Condominium,3,1.0,2.0,1012.0,1.0,8.0,29.0
10765,10765,The iResidence Condominium,,1599,house,Selangor,Bandar Mahkota Cheras,Condominium,4,2.0,2.0,1600.0,1.0,5.0,5.0
10766,10766,Lakefront Homes @ Cyberjaya,2021.0,1900,house,Selangor,Cyberjaya,Condominium,3,1.0,2.0,1010.0,2.0,9.0,104.0
10767,10767,Cloud Tree @ Cheras,2016.0,2300,house,Selangor,Cheras,Condominium,4,2.0,2.0,1269.0,2.0,12.0,7.0
10768,10768,Pusat Hentian Kajang,,750,house,Selangor,Kajang,Flat,3,2.0,2.0,750.0,1.0,,9.0
10769,10769,Pelangi Damansara,2003.0,900,house,Selangor,Kota Damansara,Apartment,3,,2.0,650.0,1.0,5.0,5.0
10770,10770,Evergreen Park,1997.0,1700,house,Selangor,Cheras,Condominium,3,1.0,2.0,1152.0,2.0,7.0,8.0
10771,10771,AraTre' Residences,2022.0,3700,house,Selangor,Petaling Jaya,Service Residence,3,3.0,2.0,1173.0,2.0,9.0,19.0
10772,10772,D'rimba Damansara,2008.0,1600,house,Selangor,Kota Damansara,Condominium,3,1.0,2.0,1001.0,1.0,10.0,2.0
10773,10773,,,850,house,Selangor,Semenyih,Apartment,3,2.0,2.0,860.0,0.0,9.0,
10774,10774,Laguna Biru,,950,house,Selangor,Rawang,Apartment,3,1.0,2.0,850.0,0.0,,29.0
10775,10775,The Greens (Residensi Hijauan) @ Subang West,2018.0,1800,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,915.0,1.0,9.0,18.0
10776,10776,Alami Residensi,,2000,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1080.0,1.0,3.0,8.0
10777,10777,Symphony Tower,2018.0,1600,house,Selangor,Balakong,Service Residence,3,2.0,2.0,1114.0,2.0,8.0,36.0
10778,10778,Trefoil,2015.0,1200,room,Selangor,Setia Alam,Service Residence,1,,1.0,486.0,2.0,,41.0
10779,10779,Pangsapuri Akasia (Bandar Botanic),,1200,house,Selangor,Klang,Apartment,3,,2.0,750.0,0.0,1.0,11.0
10780,10780,Koi Kinrara,,1600,house,Selangor,Puchong,Condominium,3,,2.0,1063.0,2.0,,29.0
10781,10781,"Selangorku PR1MA Lakefront Homes , Cyberjaya",,1000,house,Selangor,Sepang,Apartment,3,2.0,2.0,850.0,1.0,9.0,18.0
10782,10782,Impian Heights,1999.0,1500,house,Selangor,Puchong,Condominium,3,1.0,2.0,1100.0,2.0,14.0,10.0
10783,10783,Goodyear Court 6,,1300,house,Selangor,Subang Jaya,Condominium,3,,2.0,850.0,0.0,5.0,4.0
10784,10784,Sfera Residency,2018.0,1800,house,Selangor,Seri Kembangan,Condominium,3,2.0,2.0,978.0,2.0,10.0,12.0
10785,10785,Icon Residenz @ Icon City,2016.0,1300,room,Selangor,Petaling Jaya,Service Residence,1,1.0,1.0,596.0,1.0,5.0,7.0
10786,10786,Horizon Suites,2022.0,600,room,Selangor,Dengkil,Service Residence,1,1.0,1.0,280.0,2.0,11.0,49.0
10787,10787,,,950,house,Selangor,Seri Kembangan,Apartment,3,,2.0,1300.0,1.0,,
10788,10788,SD Apartment II,,1000,house,Selangor,Bandar Sri Damansara,Apartment,3,,2.0,807.0,1.0,5.0,10.0
10789,10789,,,700,house,Selangor,Semenyih,Service Residence,3,,2.0,860.0,1.0,,
10790,10790,Residensi Permai,2020.0,850,house,Selangor,Kajang,Condominium,3,2.0,2.0,850.0,1.0,7.0,14.0
10791,10791,Hill10 Residence @ i-City,,2300,house,Selangor,Shah Alam,Condominium,2,,1.0,605.0,2.0,8.0,7.0
10792,10792,Selayang Point,2008.0,1500,house,Selangor,Selayang,Service Residence,3,1.0,2.0,1118.0,2.0,8.0,1.0
10793,10793,Pangsapuri Mutiara (Balakong Jaya),,380,house,Selangor,Cheras,Apartment,3,,2.0,741.0,2.0,3.0,2.0
10794,10794,Pelangi Damansara,2003.0,1350,house,Selangor,Kota Damansara,Condominium,3,1.0,2.0,932.0,1.0,10.0,21.0
10795,10795,Riana Green,2003.0,1300,house,Selangor,Petaling Jaya,Condominium,2,1.0,1.0,745.0,1.0,13.0,4.0
10796,10796,Apartment PR1MA One @ Laman View,,1200,house,Selangor,Cyberjaya,Apartment,3,2.0,2.0,950.0,1.0,8.0,2.0
10797,10797,Idaman Residensi Selangorku,,1200,house,Selangor,Cyberjaya,Apartment,3,2.0,2.0,1000.0,0.0,8.0,25.0
10798,10798,Koi Kinrara,,1950,house,Selangor,Puchong,Condominium,3,2.0,3.0,1405.0,2.0,14.0,29.0
10799,10799,Sensory Residence,2022.0,1500,house,Selangor,Bangi,Service Residence,3,2.0,2.0,888.0,1.0,10.0,3.0
10800,10800,Villa Sentosa,,1000,house,Selangor,Klang,Apartment,3,1.0,2.0,850.0,0.0,2.0,30.0
10801,10801,Gugusan Ixora,,650,house,Selangor,Kota Damansara,Flat,3,,1.0,630.0,0.0,,1.0
10802,10802,Centrestage Designer Suite,,1500,room,Selangor,Petaling Jaya,Service Residence,1,1.0,1.0,482.0,2.0,3.0,24.0
10803,10803,D' Camellia,,900,house,Selangor,Semenyih,Apartment,3,2.0,2.0,860.0,1.0,9.0,18.0
10804,10804,Residensi Sutera 7,,1200,house,Selangor,Kajang,Service Residence,2,2.0,2.0,872.0,1.0,9.0,9.0
10805,10805,Seri Warisan,,900,house,Selangor,Sepang,Apartment,3,2.0,2.0,900.0,0.0,,9.0
10806,10806,Emporis (Kota Damansara),2020.0,1300,room,Selangor,Kota Damansara,Studio,1,,1.0,600.0,2.0,6.0,2.0
10807,10807,Koi Prima,,999,house,Selangor,Puchong,Condominium,3,2.0,2.0,1055.0,1.0,,26.0
10808,10808,Lafite Apartment (Subang Jaya),,1700,house,Selangor,Subang Jaya,Apartment,3,,2.0,950.0,2.0,2.0,1.0
10809,10809,Garden Plaza @ Garden Residence,2015.0,1000,house,Selangor,Cyberjaya,Service Residence,2,1.0,2.0,450.0,2.0,10.0,43.0
10810,10810,Pangsapuri Intan (Ampang),,700,house,Selangor,Ampang,Flat,3,,2.0,650.0,1.0,,3.0
10811,10811,Nouvo @ 3element,,749,room,Selangor,Puchong South,Service Residence,1,1.0,1.0,531.0,1.0,11.0,6.0
10812,10812,Galleria Equine Park,2016.0,699,room,Selangor,Seri Kembangan,Service Residence,1,,1.0,460.0,0.0,7.0,23.0
10813,10813,Tiara ParkHomes,2013.0,1300,house,Selangor,Kajang,Condominium,3,2.0,2.0,935.0,1.0,11.0,3.0
10814,10814,Empire City,2015.0,1000,room,Selangor,Damansara Perdana,Condominium,1,,1.0,448.0,2.0,3.0,48.0
10815,10815,Residensi Sutera 7,,1400,house,Selangor,Kajang,Service Residence,3,2.0,2.0,980.0,0.0,2.0,9.0
