appid,name,release_date,english,developer,publisher,platforms_windows,platform_mac,platform_linux,required_age,categories,genres,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
945850,Hunter's Trial: The fight never ends,12/12/2018,1,ESAT,ESAT,1,0,0,universal,Single-player,Indie,0,2,3,0,0-20000,0
983840,HUNTING SIMULATOR VR,12/14/2018,1,RIVERSIDE SPORTS,RIVERSIDE SPORTS,1,0,0,universal,Single-player,Adventure,0,4,6,0,0-20000,3.99
778800,HYBRIS - Pulse of Ruin,6/14/2018,1,Lucien Krebs,Hybrisgames,1,0,0,universal,Single-player,RPG,0,4,0,0,0-20000,3.99
823670,HYKEE - Episode 1: Underwater,4/13/2018,1,Nacho,Nacho,1,0,0,universal,Single-player,Adventure,0,0,1,0,0-20000,0.79
401970,Hypatia,8/29/2018,1,TimefireVR LLC,TimefireVR LLC,1,0,0,universal,Multi-player,Action,0,22,12,0,0-20000,0
640880,Hyper Sentinel,5/10/2018,1,Four5Six Pixel,Huey Games,1,1,1,universal,Single-player,Action,34,31,3,0,0-20000,11.99
878180,Hyper Simon X,8/8/2018,1,NukGames,NukGames,1,0,0,universal,Single-player,Action,41,12,2,0,0-20000,0.79
867620,Hyper Train Corporation,6/18/2018,1,Dreambakers,Dreambakers,1,1,0,universal,Single-player,Indie,13,1,20,0,0-20000,5.79
778120,Hyperbolic Ignition,2/12/2018,1,Heartship Games,Heartship Games,1,0,0,universal,Single-player,Action,7,2,3,0,0-20000,7.19
987990,Hyperborean Charter,12/11/2018,1,Clockwork Forge Games,Clockwork Forge Games,1,0,0,universal,Single-player,Adventure,0,2,0,0,0-20000,3.99
847530,HyperBowl,7/20/2018,1,Technicat LLC,Technicat LLC,1,1,0,universal,Single-player,Action,0,8,0,0,0-20000,2
835740,HyperFighter Boost Mode ON,5/4/2018,1,Boosted Games,Boosted Games,1,0,0,universal,Single-player,Action,22,2,2,0,0-20000,5.79
809530,Hypergate,12/20/2018,1,Geoff Nagy,Geoff Nagy,1,0,1,universal,Single-player,Action,30,12,1,0,0-20000,9.29
783450,HYPERGUN,8/23/2018,1,NVYVE® Studios,NVYVE® Studios,1,0,0,universal,Single-player,Action,28,36,19,0,0-20000,11.39
876320,Hyperspace Delivery Service,9/20/2018,1,Zotnip,Zotnip,1,1,0,universal,Single-player,Action,17,12,0,0,0-20000,7.19
842170,Hyperspace Dogfights,5/14/2018,1,Sleeper Games,Sleeper Games,1,0,1,universal,Single-player,Action,0,33,4,0,0-20000,8
884160,HyperZen Training,7/16/2018,1,Guillaume Thiolliere,Guillaume Thiolliere,1,0,1,universal,Single-player,Action,0,3,0,0,0-20000,0
982540,Hyss,12/14/2018,1,Sunscale Studios,Sunscale Studios,1,0,0,universal,Single-player,Adventure,0,20,0,0,0-20000,11.39
826600,I am not a Monster,9/27/2018,1,Cheerdealers,Alawar Premium,1,0,0,universal,Multi-player,Indie,46,521,112,226,20000-50000,10.29
791050,I Hate Heroes: Rocket Man,6/30/2018,1,VRemedy Labs,VRemedy Labs,1,0,0,universal,Single-player,Indie,0,2,2,0,0-20000,4.79
575820,I Hate Running Backwards,5/22/2018,1,Binx Interactive,Devolver Digital,1,0,1,universal,Single-player,Action,40,94,12,0,0-20000,10.99
796400,I Misteri di Maggia,3/5/2018,0,Stelex Software,Stelex Software,1,0,0,universal,Single-player,Adventure,0,4,0,0,0-20000,0
840860,I Pay No Rent,5/15/2018,1,L&L Partner,L&L Technology,1,0,0,universal,Single-player,Action,0,1,0,0,0-20000,2.89
913550,i wanna be the Creator,11/14/2018,0,Aikesi,Aikesi,1,0,0,universal,Single-player,Action,0,17,1,0,0-20000,4.79
868780,"I, Cyborg",6/28/2018,1,Choice of Games,Choice of Games,1,1,1,universal,Single-player,Adventure,87,14,1,0,0-20000,4.79
448960,"I, Hope",2/21/2018,1,Kenny Roy,#NAME?,1,0,0,universal,Single-player,Action,0,24,6,0,0-20000,7.19
853250,신기록 : A Compendium of Ghosts,6/5/2018,0,Team 33,Team 33,1,0,0,universal,Single-player,Adventure,0,29,2,0,0-20000,0
724910,Icarus Six Sixty Six,1/4/2018,1,Titmouse,Titmouse,1,0,0,universal,Single-player,Casual,0,9,1,0,0-20000,0
914130,ICE AGENT,10/9/2018,1,Fat Agent,Casual.US,1,0,0,universal,Single-player,Indie,0,1,4,0,0-20000,3.99
503780,Ice Caves of Europa,7/9/2018,1,Io Normal,Io Normal,1,1,0,universal,Single-player,Action,0,7,3,0,0-20000,6.99
796520,Ice Cream Factory,2/23/2018,1,Ryan Silberman,Ryan Silberman,1,0,0,universal,Single-player,Casual,0,8,6,0,0-20000,2.09
832420,ICED VR,5/29/2018,1,Anea_Duo_Dev, Anea_Duo_Dev,1,0,0,universal,Single-player,Adventure,0,5,4,0,0-20000,7.19
791160,Icky,2/6/2018,1,Steedie,Steedie,1,0,0,universal,Single-player,Action,20,13,2,0,0-20000,0.79
393520,Iconoclasts,1/23/2018,1,Joakim Sandberg,Bifrost Entertainment,1,1,1,universal,Single-player,Action,11,1158,139,0,50000-100000,17.49
792990,Identity,11/30/2018,1,Asylum Entertainment Inc.,Asylum Entertainment Inc.,1,0,0,universal,Multi-player,Adventure,0,470,729,0,20000-50000,23.79
714020,Idle Adventure,4/13/2018,1,zha7,zha7,1,0,0,universal,Online Multi-Player,Adventure,29,237,97,5185,50000-100000,0
858060,Idle Heist,6/8/2018,1,ChimpLabs,ChimpLabs,1,1,1,universal,Single-player,Action,19,57,163,9,50000-100000,0
879470,Idle Hunter,8/23/2018,1,SaFiKiK,SaFiKiK,1,0,1,universal,Single-player,Casual,60,27,16,0,0-20000,0.79
924810,Idle Kingdom Builder,11/5/2018,1,NeoBird,upjers,1,0,0,universal,Single-player,Casual,33,14,21,0,0-20000,0
795110,IIN,3/5/2018,1,Epopeia Games,Epopeia Games,1,1,1,universal,Single-player,Casual,25,10,1,0,0-20000,4.79
843170,ILLUSION,5/9/2018,1,LunaRolexLer,LunaRolexLer,1,0,0,universal,Single-player,Adventure,0,18,2,0,0-20000,3.99
749980,Illusion: A Tale of the Mind,6/1/2018,1,Frima Studio Inc.,Ravenscourt ,1,0,0,universal,Single-player,Adventure,19,12,4,0,0-20000,15.99
953700,I'm an adventurer,10/23/2018,1,CHOU CHENG LU,CHOU CHENG LU,1,0,0,universal,Single-player,Adventure,14,22,1,0,0-20000,2.09
737530,I'm Lost,3/7/2018,1,Donbass Games,Donbass Games,1,0,0,universal,Single-player,Adventure,20,14,26,0,0-20000,0.79
966450,I'm the Koala,11/6/2018,1,Kain Swartzbaugh,Kain Swartzbaugh,1,0,0,universal,Single-player,Action,10,1,0,0,0-20000,1.69
979970,IMAZE.EXE,11/24/2018,1,AFBIK Studio,AFBIK Studio,1,0,0,universal,Single-player,Adventure,42,17,5,0,0-20000,0.79
991860,IMAZE.EXE 2,12/14/2018,1,AFBIK Studio,AFBIK Studio,1,0,0,universal,Single-player,Adventure,60,3,3,0,0-20000,0.79
801150,IMM Defense,2/22/2018,1,90E GAMES,90E GAMES,1,0,0,universal,Single-player,Action,0,1,1,0,0-20000,0.79
868060,Immortal Darkness: Curse of The Pale King,10/17/2018,1,Giant Space Monster,Giant Space Monster,1,0,0,universal,Single-player,Action,30,18,1,0,0-20000,11.39
369440,Immortal: Unchained,9/7/2018,1,Toadman Interactive,Toadman Interactive,1,0,0,universal,Single-player,Action,43,365,139,0,0-20000,24.99
755250,Impale,1/25/2018,1,mibix,mibix,1,0,0,universal,Single-player,Casual,3,17,3,0,0-20000,1.69
650810,Imperatum,7/16/2018,1,Pro Social Games,Pro Social Games,1,0,0,universal,Single-player,Action,33,8,16,0,0-20000,14.99
849840,Imperi II,5/10/2018,1,Nuts and Volts Electronics,Nuts and Volts Electronics,1,0,0,universal,Single-player,Casual,12,0,1,0,0-20000,2.09
885110,Imperialism: Fate of India,8/10/2018,1,Gamenesis,Gamenesis,1,1,0,universal,Single-player,Indie,20,7,14,0,0-20000,6.19
845530,Imperialism: The Dark Continent,5/18/2018,1,Gamenesis,Gamenesis,1,1,0,universal,Single-player,Indie,22,8,21,0,0-20000,6.19
937180,Impixable,11/13/2018,1,Flaming Bat Studios,Flaming Bat Studios,1,0,0,universal,Single-player,Action,11,1,0,0,0-20000,2.09
787050,Impossible Jumpy Quest,4/5/2018,1,Ginko Games,Ginko Games,1,0,0,universal,Single-player,Action,0,2,0,0,0-20000,1.69
790790,Impossible Runner,2/13/2018,1,Kwebbelkop,Kwebbelkop,1,0,0,universal,Single-player,Casual,0,145,96,1,20000-50000,0
989650,Impossible Tower Defense 2D,12/24/2018,1,Arkenstone Games,Arkenstone Games,1,0,0,universal,Single-player,Casual,5,1,1,0,0-20000,0.79
756200,Impossibox,1/22/2018,1,Deadly Serious Media,Deadly Serious Media,1,0,0,universal,Single-player,Action,9,2,0,0,0-20000,1.69
811270,Impulsion,7/19/2018,1,Driving Force Games,Dear Villagers,1,0,0,universal,Single-player,Action,28,57,6,9,0-20000,10.29
995160,Impulsow,12/22/2018,1,Use Your Head - Games,Use Your Head - Games,1,0,0,universal,Single-player,Action,16,1,0,0,0-20000,0.79
779700,In Between Games,1/26/2018,1,Alexandress,Alexandress,1,0,0,universal,Single-player,Action,7,15,3,0,0-20000,1.69
509570,In Celebration of Violence,2/15/2018,1,Julian Edison,Julian Edison,1,1,1,universal,Single-player,Action,86,229,25,0,20000-50000,5.59
605450,In Death,10/2/2018,1,Sólfar Studios,Sólfar Studios,1,0,0,universal,Single-player,Action,101,462,42,0,20000-50000,23.79
670280,In Dungeon,5/21/2018,1,Balder Game Studio,Balder Game Studio,1,0,1,universal,Single-player,Adventure,206,13,1,0,0-20000,0.79
756290,In League,9/4/2018,1,Fatmoth Interactive,Fatmoth Interactive,1,0,0,universal,Single-player,Action,0,3,4,0,0-20000,15.49
933660,In Memory,10/11/2018,1,BLAV,BLAV,1,0,0,universal,Single-player,Indie,1,6,2,0,0-20000,1.69
787780,In memory of TITAN,6/2/2018,1,"Valhalla Universe, Inc.",XR Studio LLC,1,0,0,universal,Single-player,Action,6,12,11,0,0-20000,11.39
859370,in My MIND.,9/4/2018,1,P.S.B (iNsOoL),PsychoFlux Entertainment,1,0,0,universal,Single-player,Action,1,23,6,0,0-20000,0.79
644330,In The Dark,7/31/2018,1,Team Firestorm,Team Firestorm,1,0,0,universal,Single-player,Action,22,1,1,0,0-20000,1.69
788870,In The Long Run The Game,7/2/2018,1,Zerstoren Games,Zerstoren Games,1,0,0,universal,Single-player,Action,0,6,11,0,0-20000,7.19
898830,In Your Realm,8/17/2018,1,Christian Boman,Christian Boman,1,0,0,universal,Single-player,Action,0,5,0,0,0-20000,5.79
979680,In your Shadow,12/3/2018,1,Zohar Neiger,Zohar Neiger,1,0,0,universal,Single-player,Free to Play,0,3,3,0,0-20000,0
798560,Inaccessible world,2/15/2018,1,ARGames,Metal Fox,1,0,0,universal,Single-player,Adventure,4,13,29,0,0-20000,2.09
792640,Inca Blocks,3/2/2018,1,Bullid Games,Bullid Games,1,1,1,universal,Single-player,Casual,83,7,7,0,0-20000,1.69
862210,Inca Marbles,6/8/2018,1,Bullid Games,Bullid Games,1,1,1,universal,Single-player,Casual,75,14,12,0,0-20000,1.69
881110,Incel Clicker,11/3/2018,1,Soiree Games,Soiree Games,1,0,0,universal,Single-player,Casual,0,6,1,0,0-20000,1.69
992120,Inch by Inch,12/31/2018,1,LevelXProject,Dare Looks,1,0,0,universal,Single-player,Action,12,10,0,0,0-20000,2.09
988650,Inclement,12/21/2018,1,Killed Pixel Games,Killed Pixel Games,1,0,0,universal,Single-player,Casual,15,11,1,0,0-20000,0.79
857950,Incredible Mandy,11/26/2018,1,Dotoyou Games,Dotoyou Games,1,0,0,universal,Single-player,Adventure,31,83,7,0,0-20000,11.39
720030,Indecision.,2/8/2018,1,Bilge Kaan,Bilge Kaan,1,0,0,universal,Single-player,Adventure,31,164,39,0,20000-50000,1.69
847790,Indentured Servant,6/8/2018,1,Saoi Games,Saoi Games,1,0,0,universal,Single-player,Indie,0,10,0,0,0-20000,0
854650,Indian Mutiny: Little Sepoy,5/20/2018,1,Joystick Knights,Joystick Knights,1,1,0,universal,Single-player,Action,15,4,1,0,0-20000,2.89
900380,Indian Summer,11/20/2018,1,DIGIDICED,DIGIDICED,1,1,1,universal,Single-player,Casual,5,2,0,0,0-20000,5.19
990950,Indiana Boy Steam Edition,12/13/2018,1,One Man,One Man,1,0,0,universal,Single-player,Adventure,0,0,1,0,0-20000,0.79
560430,Indiana Jones® and the Emperor's Tomb™,11/16/2018,1,LucasArts,Lucasfilm,1,0,0,universal,Single-player,Action,0,130,6,0,20000-50000,4.79
904540,Indiana Jones® and the Infernal Machine™,11/16/2018,1,LucasArts,Lucasfilm,1,0,0,universal,Single-player,Action,0,45,9,1075,0-20000,4.79
818210,Indie Pogo,7/10/2018,1,Lowe Bros. Studios LLC,Lowe Bros. Studios LLC,1,0,0,universal,Single-player,Action,0,176,18,0,0-20000,11.39
796460,Individual Investor Tycoon,2/21/2018,1,CHENJINDING,CHENJINDING,1,1,0,universal,Single-player,Casual,0,13,17,0,0-20000,3.99
768770,IndustrialVR - Hoover Dam,12/20/2018,1,IndustrialVR LLC,IndustrialVR LLC,1,0,0,universal,Single-player,Indie,0,1,0,0,0-20000,7.19
521090,Industry Giant,10/2/2018,1,QLOC,Toplitz Productions,1,0,0,universal,Single-player,Simulation,0,9,3,0,0-20000,7.19
905180,Inevitable VR,8/19/2018,1,Davide Riccitiello,Mental Interactive,1,0,0,universal,Single-player,Action,0,2,3,0,0-20000,0
704670,Inexplicable Geeks: Dawn of Just Us,5/3/2018,1,Stegalosaurus Game Development,Stegalosaurus Game Development,1,1,1,universal,Single-player,Adventure,29,2,0,0,0-20000,7.19
843730,Infected Battlegrounds,8/2/2018,1,Xefier Games Inc.,Xefier Games Inc.,1,0,0,universal,Single-player,Action,0,29,15,0,0-20000,7.19
815800,Infecto,4/13/2018,1,Jl Apps,Jl Apps,1,0,0,universal,Single-player,Violent,43,7,1,0,0-20000,3.99
666570,Infectonator 3: Apocalypse,5/10/2018,1,Toge Productions,Armor Games Studios,1,1,0,universal,Single-player,Indie,41,234,84,0,20000-50000,10.29
809490,Infernales: Circles of Hell,3/16/2018,1,VGstudio,VGstudio,1,0,0,universal,Single-player,Violent,0,5,4,0,0-20000,4.79
789950,INFERNIUM,4/3/2018,1,Carlos Coronado,Carlos Coronado,1,0,0,universal,Single-player,Adventure,24,73,30,0,0-20000,19.49
683150,Inferno: Deathfield,1/25/2018,1,Framing Inc.,YJM GAMES,1,0,0,universal,Single-player,Gore,0,3,4,0,0-20000,10.99
875110,InfiniPicross 2.0,7/10/2018,1,ReverseImpact,ReverseImpact,1,1,1,universal,Single-player,Casual,19,16,1,0,0-20000,3.99
607820,Infinite Adventures®,10/29/2018,1,Stormseeker Games,Stormseeker Games,1,0,0,universal,Single-player,Indie,74,28,4,0,0-20000,19.49
811520,Infinite Fall,12/20/2018,1,Dexion Games,Dexion Games,1,0,0,universal,Single-player,Casual,0,10,7,0,0-20000,0.79
708310,Infinite Gravity,3/21/2018,1,Gravity Wave Interactive,Gravity Wave Interactive,1,0,0,universal,Single-player,Adventure,58,35,12,0,0-20000,7.19
972040,Infinite Rave,12/5/2018,1,GCRH,Vault Interactive,1,0,0,universal,Single-player,Action,0,1,0,0,0-20000,0.79
929840,Infinite road,9/14/2018,1,Garnudo Games,Garnudo Games,1,0,0,universal,Single-player,Casual,0,6,19,0,0-20000,0.79
831950,Infinite Survival,4/23/2018,1,Infinine Games,Infinine Games,1,0,0,universal,Single-player,Adventure,0,3,3,0,0-20000,2.89
830890,Infinite Vector,4/16/2018,1,The Burning Red Design,The Burning Red Design,1,0,0,universal,Single-player,Violent,0,0,1,0,0-20000,7.19
865390,Infinite World: Randomize everything,6/12/2018,1,Vik,VicX Studio,1,0,0,universal,Single-player,Action,0,17,21,0,0-20000,0.79
938850,Infinity,9/27/2018,1,NoName Developments,NoName Developments,1,0,0,universal,Single-player,Casual,0,7,1,0,0-20000,0.79
940700,Infinity Disk,11/7/2018,1,Ralph Schaedler,Ralph Schaedler,1,0,0,universal,Single-player,Action,0,6,1,0,0-20000,11.39
761110,Infinity Escape,1/24/2018,1,XiNFiNiTY Games,OtakuMaker SARL,1,1,1,universal,Single-player,Action,13,7,7,0,0-20000,0.99
891890,INFINITY RACER,8/10/2018,1,DRUNKEN APES,DRUNKEN APES,1,1,0,universal,Single-player,Action,11,14,1,0,0-20000,2.09
771070,Infinos Gaiden,1/19/2018,1,Picorinne Soft,Picorinne Soft,1,0,0,universal,Single-player,Action,0,42,0,0,0-20000,8.29
692100,Infliction,10/17/2018,1,Caustic Reality,Caustic Reality,1,0,0,universal,Single-player,Adventure,18,139,23,0,0-20000,15.99
731430,influence,1/22/2018,1,Blanket Fort Games,Blanket Fort Games,1,0,0,universal,Single-player,Casual,21,1,2,0,0-20000,15.49
916910,Infommi,9/14/2018,1,WarWolfWorks,WarWolfWorks,1,0,0,universal,Single-player,Violent,13,3,0,0,0-20000,2.99
709240,Ingnomia,8/23/2018,1,Roest,Roest,1,0,0,universal,Single-player,Indie,0,63,7,0,0-20000,0
767970,Inhumanus,4/27/2018,1,Bad Bird Studios,Bad Bird Studios,1,0,0,universal,Single-player,Action,0,10,3,0,0-20000,7.19
904310,Initial 2 : New Stage,10/18/2018,1,Restory Studio,Restory Studio,1,0,0,universal,Single-player,Action,37,241,104,0,0-20000,19.49
748050,Initiation,1/8/2018,1,Alexandre Rousseau,Share Dreams Family,1,0,0,universal,Single-player,Violent,13,4,5,0,0-20000,9.29
922150,Ink Plane,9/16/2018,1,Artur Petrov,Artur Petrov,1,0,0,universal,Single-player,Casual,0,20,4,0,0-20000,0.79
690120,Inked,4/26/2018,1,Somnium Games d.o.o.,Starbreeze Publishing AB,1,0,0,universal,Single-player,Adventure,30,67,13,0,0-20000,15.49
827450,InkSplosion,5/9/2018,1,Petite Games,Ratalaika Games S.L.,1,0,0,universal,Single-player,Action,13,0,1,0,0-20000,3.99
716010,Inline,6/1/2018,1,Light Bringer Games inc.,Light Bringer Games inc.,1,1,1,universal,Single-player,Casual,32,34,1,0,0-20000,3.99
905870,Inn: the Countryside,8/13/2018,1,Fury Games Production,Fury Games Production,1,0,0,universal,Single-player,Casual,5,5,2,0,0-20000,2.09
347000,InnerSpace,1/16/2018,1,PolyKnight Games,Aspyr,1,1,1,universal,Single-player,Adventure,14,87,44,0,0-20000,14.99
929180,Innocent Forest 2: The Bed in the Sky,10/5/2018,1,MyDearest Inc.,Sekai Project,1,0,0,universal,Single-player,Adventure,0,0,1,0,0-20000,3.99
929170,Innocent Forest: The Bird of Light,10/5/2018,1,MyDearest Inc.,Sekai Project,1,0,0,universal,Single-player,Adventure,0,8,2,0,0-20000,3.99
790570,Innocent VR,3/12/2018,1,"NineD Digital,Nuclear Studio",NineD Digital,1,0,0,universal,Single-player,Action,0,6,4,0,0-20000,7.19
516030,Insane Robots,7/12/2018,1,Playniac,Playniac,1,1,0,universal,Single-player,Adventure,77,16,2,0,0-20000,15.99
840190,INSECT HAZARD,11/2/2018,1,H-GAME,H-GAME,1,0,0,universal,Single-player,Action,0,5,8,0,0-20000,4.79
959940,Inside,10/25/2018,1,Garnudo Games,Garnudo Games,1,0,0,universal,Single-player,Adventure,0,0,1,0,0-20000,1.69
592890,Insidia,2/27/2018,1,Bad Seed,Bad Seed,1,1,1,universal,Online Multi-Player,Free to Play,0,157,70,3,50000-100000,0
783170,INSOMNIA: The Ark,9/27/2018,1,Mono Studio,HeroCraft,1,0,0,universal,Single-player,Action,30,457,263,0,50000-100000,29.99
760580,INSPACE 2980,10/11/2018,1,R_Games,R_Games,1,1,0,universal,Single-player,Action,24,4,1,0,0-20000,4.79
779360,Instant Death,1/22/2018,1,Tayfun Zeytun,Tayfun Zeytun,1,0,0,universal,Single-player,Action,7,30,4,0,0-20000,4.79
912930,Insurgence - Chains of Renegade,11/9/2018,1,Platonic Game Studio,Something2,1,0,0,universal,Single-player,Adventure,0,24,0,0,0-20000,3.99
581320,Insurgency: Sandstorm,12/12/2018,1,New World Interactive,Focus Home Interactive,1,0,0,universal,Multi-player,Action,37,12858,3933,1425,500000-1000000,25.99
841200,Intelligence,4/19/2018,1,Laush Dmitriy Sergeevich,Laush Studio,1,0,0,universal,Single-player,Casual,12,3,1,0,0-20000,2.09
885100,Intelligence Trader,8/3/2018,1,Dreambakers,Dreambakers,1,1,0,universal,Single-player,Indie,20,19,30,0,0-20000,5.79
862880,Intelligence: Anime girls,6/2/2018,1,Laush Dmitriy Sergeevich,Laush Studio,1,0,0,universal,Single-player,Casual,12,3,2,0,0-20000,1.69
911270,Intelligence: Cats,8/11/2018,1,Laush Dmitriy Sergeevich,Laush Studio,1,0,0,universal,Single-player,Indie,12,0,1,0,0-20000,1.69
835680,Intelligence: Dinosaurs,7/17/2018,1,Laush Dmitriy Sergeevich,Laush Studio,1,0,0,universal,Single-player,Casual,12,2,0,0,0-20000,1.69
932350,Intelligence: Dogs,9/14/2018,1,Laush Dmitriy Sergeevich,Laush Studio,1,0,0,universal,Single-player,Casual,12,2,1,0,0-20000,1.69
957930,Intelligence: Underwater Kingdom,10/24/2018,1,Laush Dmitriy Sergeevich,Laush Studio,1,0,0,universal,Single-player,Casual,12,0,1,0,0-20000,1.69
765380,Internal Light VR,1/18/2018,1,Hot Dogs Studio,Hot Dogs Studio,1,0,0,universal,Single-player,Action,0,19,3,0,0-20000,3.99
786330,Internal Storm,3/28/2018,1,CaveBrave,CaveBrave,1,1,1,universal,Single-player,Casual,4,1,0,0,0-20000,2.09
854890,International Basketball Manager,9/27/2018,1,U-Play Online,U-Play Online,1,0,0,universal,Single-player,Indie,0,22,6,0,0-20000,7.99
797200,International Space Station Tour VR,3/22/2018,1,The House of Fables,The House of Fables,1,0,0,universal,Single-player,Casual,0,33,4,0,0-20000,0
963510,Intersolar Overdrive,11/21/2018,1,SunMaster,SunMaster,1,0,0,universal,Single-player,Action,0,1,0,0,0-20000,3.99
680190,Interstellar Invaders,4/30/2018,1,Interstellar Tortoise,Interstellar Tortoise,1,1,0,universal,Single-player,Action,8,5,0,0,0-20000,3.99
618990,Into Oblivion,7/30/2018,1,CoaguCo Industries,CoaguCo Industries,1,0,1,universal,Single-player,Casual,36,6,1,0,0-20000,1.59
590380,Into the Breach,2/27/2018,1,Subset Games,Subset Games,1,1,0,universal,Single-player,Indie,55,5245,426,1277,200000-500000,11.39
992860,Intrepid,12/22/2018,1,Miskatonic Studio,Miskatonic Studio,1,1,1,universal,Single-player,Adventure,0,29,21,0,0-20000,0
812180,Intro Maker,3/26/2018,1,Spinning Hat Studio,Spinning Hat Studio,1,0,0,universal,Single-player,Casual,0,3,6,0,0-20000,3.99
894790,Invaders! From Outer Space,9/11/2018,1,Crenetic GmbH Studios,familyplay,1,0,0,universal,Single-player,Action,0,2,0,0,0-20000,3.99
622810,Invasion,6/15/2018,1,brutalsoft,brutalsoft,1,0,0,universal,Single-player,Action,19,24,1,0,0-20000,3.99
491010,IN-VERT,3/2/2018,1,TERNOX,TERNOX,1,0,1,universal,Single-player,Action,6,32,4,0,20000-50000,1.99
777560,INVISIBLE,1/26/2018,1,Tsukinowa App.,Tsukinowa App.,1,0,0,universal,Single-player,Action,17,8,8,0,0-20000,0
562860,Ion Maiden,2/28/2018,1,"Voidpoint, LLC",3D Realms,1,0,1,universal,Single-player,Action,0,963,28,0,20000-50000,15.49
726300,Ionball 3,5/11/2018,1,Ironsun Studios,Ironsun Studios,1,0,0,universal,Single-player,Action,19,4,0,0,0-20000,5
673560,IOSoccer,6/8/2018,1,IOSoccer Team,IOSoccer Team,1,0,0,universal,Multi-player,Free to Play,0,368,131,9,100000-200000,0
905230,IQ Test,9/14/2018,1,Star Legion,Star Legion,1,0,0,universal,Single-player,Adventure,96,37,90,0,20000-50000,0
792190,Iridescence,12/7/2018,1,Polarity Bear,Polarity Bear,1,0,0,universal,Single-player,Action,21,1,0,0,0-20000,3.99
907470,Iris.Fall,12/7/2018,1,NEXT Studios,NEXT Studios,1,0,0,universal,Single-player,Adventure,22,681,85,0,50000-100000,11.39
709750,IRO HERO,7/30/2018,1,Artax Games,Artax Games,1,1,1,universal,Single-player,Action,22,2,1,0,0-20000,8.29
853120,Iron Ground,6/21/2018,1,UTPlus Interactive Inc.,UTPlus Interactive Inc.,1,0,0,universal,Single-player,Action,0,1,5,0,0-20000,7.19
933710,Iron Ladies 2048,10/12/2018,1,Night Dreams Studio,Night Dreams Studio,1,1,0,universal,Single-player,Indie,39,7,10,0,0-20000,4.79
771060,Iron League,3/14/2018,1,DEXINT GAMES,DEXINT GAMES,1,0,0,universal,Multi-player,Action,0,459,191,50,50000-100000,0
618760,IronBorn,9/12/2018,1,Valkyria,Valkyria,1,0,0,universal,Single-player,Adventure,0,3,3,0,0-20000,3.99
643980,Ironbound,1/4/2018,1,Secret Level SRL,"Making Fun, Inc.",1,1,0,universal,Single-player,Free to Play,26,143,65,6,20000-50000,0
962610,IScream,11/6/2018,1,Vanhees Dean,Vanhees Dean,1,0,0,universal,Single-player,Action,0,3,0,0,0-20000,3.99
672360,ISEE,1/22/2018,1,Riviysky,Riviysky,1,0,0,universal,Single-player,Adventure,0,18,13,0,0-20000,1.59
981310,Ishmael,12/10/2018,1,Jordan Magnuson,Jordan Magnuson,1,0,0,universal,Single-player,Adventure,0,21,15,0,0-20000,0
857450,ISLAND,8/23/2018,1,Frontwing,Frontwing USA,1,0,0,universal,Single-player,Adventure,0,410,8,0,0-20000,30.99
476700,Island 359™,2/26/2018,1,"CloudGate Studio, Inc.","CloudGate Studio, Inc.",1,0,0,universal,Single-player,Action,0,299,77,0,20000-50000,19.49
709280,Island Build Masters,2/7/2018,1,Evgeniy Psarev,Evgeniy Psarev,1,0,0,universal,Single-player,Action,0,4,6,0,0-20000,4.99
955260,Island Invasion,12/8/2018,1,Curveball Games,Curveball Games,1,1,1,universal,Single-player,Casual,21,7,2,0,0-20000,3.99
924790,Island Maze,10/29/2018,1,Indiegma,Indiegma,1,1,0,universal,Single-player,Casual,20,3,0,0,0-20000,1.69
774441,Island Time VR,4/3/2018,1,Flight School Studio,Project Flight School Inc,1,0,0,universal,Single-player,Casual,19,14,9,9,0-20000,11.39
817630,Island Tribe 3,3/22/2018,1,Qumaron,Qumaron,1,0,0,universal,Single-player,Adventure,0,8,2,0,0-20000,3.99
573750,Island Tribe 5,1/15/2018,1,Realore,Qumaron,1,0,0,universal,Single-player,Adventure,0,3,3,0,0-20000,3.99
728540,Islands of Nyne: Battle Royale,7/12/2018,1,Define Human Studios,Define Human Studios,1,0,0,universal,Online Multi-Player,Action,0,3562,3042,80,200000-500000,0
873980,Isle of Skye,7/26/2018,1,DIGIDICED,Asmodee Digital,1,1,1,universal,Single-player,Casual,5,11,5,3,0-20000,5.19
831570,Isoland,5/1/2018,1,Cotton Game,Lilith Games,1,1,0,universal,Single-player,Adventure,0,76,5,304,0-20000,0.79
823580,Isoland 2 - Ashes of Time,5/1/2018,1,Cotton Game,Lilith Games,1,1,0,universal,Single-player,Adventure,0,163,2,353,0-20000,2.09
943410,Istanbul: Digital Edition,10/18/2018,1,Mobo Studio,Mobo Studio,1,1,1,universal,Single-player,Casual,75,32,4,0,0-20000,7.19
697550,It Lurks Below,4/25/2018,1,Graybeard Games,Graybeard Games,1,0,0,universal,Single-player,Action,0,467,55,0,0-20000,15.49
796890,It`s Chicken!,2/14/2018,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,1,0,0,universal,Single-player,Adventure,0,26,31,0,0-20000,2.89
873210,iterform,6/12/2018,1,Evgeny Petrov,Not a Prototype games,1,0,1,universal,Single-player,Action,15,7,5,0,0-20000,2.09
