appid,name,release_date,english,developer,publisher,platforms_windows,platform_mac,platform_linux,required_age,categories,genres,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
788740,A Salem Witch Trial - Murder Mystery,2/22/2018,1,Digital Bento,Digital Bento,1,0,1,universal,Single-player,Adventure,10,31,13,0,0-20000,2.09
974840,A Show of Kindness,11/15/2018,1,Google,Google,1,0,1,universal,Single-player,Adventure,0,16,0,0,0-20000,0
889220,A Stickman Reality,10/7/2018,1,ImproVive,ImproVive,1,0,1,universal,Single-player,Casual,0,24,3,0,20000-50000,0
856450,A Story of a Band,6/19/2018,1,Hot Byte Games,Hot Byte Games,1,1,1,universal,Single-player,Indie,50,13,0,0,0-20000,3.99
791760,A Story of Distress,4/2/2018,1,Yellow Panda Games,Yellow Panda Games,1,0,1,universal,Single-player,Action,19,8,6,0,0-20000,7.19
852570,A Tale of Pirates: a Dummy Mutiny,5/23/2018,1,Studio Clangore,Cranio Creations Digital,1,0,1,universal,Single-player,Action,14,2,1,0,0-20000,2.89
934470,A Top-Down Job: Blood Gain,9/25/2018,1,Blet Studio!,Blet Studio!,1,0,1,universal,Single-player,Action,0,6,3,0,0-20000,0.79
779050,A tractor,8/15/2018,1,Games for May,Games for May,1,0,1,universal,Multi-player,Casual,0,78,26,0,0-20000,0
804400,A Turd's Life,3/14/2018,1,Bergie Games,Bergie Games,1,0,1,universal,Single-player,Action,0,7,1,0,0-20000,2.09
776360,A Walk Along the Wall,1/16/2018,1,SCRAWL,SCRAWL,1,1,1,universal,Single-player,Action,19,6,0,0,0-20000,2.89
842420,A Walk in the Woods,5/1/2018,1,Something Dark Studios,Something Dark Studios,1,0,1,universal,Multi-player,Adventure,0,102,155,4,50000-100000,0
925340,A Winter's Daydream,10/15/2018,1,ebi-hime,ebi-hime,1,1,1,universal,Single-player,Indie,7,19,0,0,0-20000,4.79
909170,"A.D.M(Angels,Demons And Men)",8/15/2018,1,SmartOliveGames,SmartOliveGames,1,0,1,universal,Single-player,Violent,0,0,1,0,0-20000,7.19
986320,AA Touch Gun!,12/4/2018,1,vadimalexepta,vadimalexepta,1,0,1,universal,Single-player,Casual,0,0,1,0,0-20000,0.79
944120,Abalyte,10/15/2018,1,Purple Studios,Purple Studios,1,0,1,universal,Single-player,Action,0,105,37,0,20000-50000,0
551860,Abandon Ship,2/21/2018,1,Fireblade Software,Fireblade Software,1,0,1,universal,Single-player,Adventure,0,270,109,209,20000-50000,14.99
975030,Abandoned,12/28/2018,1,Devious Minds,Devious Minds,1,0,1,universal,Single-player,Free to Play,0,11,17,0,0-20000,0
776580,Abasralsa,1/12/2018,1,Green-eyed Taxi,Narko Games,1,0,1,universal,Single-player,Action,0,162,72,0,0-20000,0.79
498460,Abduction Prologue: The Story Of Jonathan Blake,4/11/2018,1,Red Iron Labs,Red Iron Labs,1,0,1,universal,Single-player,Violent,0,1,7,0,0-20000,2.09
794830,"Abha ""Light on the Path""",10/23/2018,1,Little Angel,Little Angel,1,0,1,universal,Single-player,Adventure,0,3,0,0,0-20000,3.99
837920,Abnormal world: season one,4/18/2018,1,Kedexa,Kedexa,1,0,1,universal,Single-player,Casual,0,0,1,0,0-20000,0.79
662840,Abo Khashem,2/22/2018,1,Moving Dimensions,Moving Dimensions,1,0,1,universal,Single-player,Action,38,23,6,0,0-20000,23.79
611860,Aborigenus,10/17/2018,1,Flying Islands Team,Flying Islands Team,1,0,1,universal,Single-player,Action,4,22,5,0,0-20000,3.29
835910,Above the Fold,12/3/2018,1,Rasmus Rasmussen,Rasmus Rasmussen,1,0,1,universal,Single-player,Indie,0,6,4,0,0-20000,10.99
661100,Abraxas Interactive's PUSH,3/23/2018,1,Abraxas Interactive,Abraxas Interactive,1,0,1,universal,Single-player,Indie,0,1,0,0,0-20000,0.79
884990,Absinth,11/21/2018,1,blackHound Studios GbR,blackHound Studios GbR,1,0,1,universal,Single-player,Action,0,32,8,0,0-20000,3.99
806220,Absolute Blue,4/21/2018,1,Intermediaware,Intermediaware,1,0,1,universal,Single-player,Action,0,11,7,0,0-20000,2.89
868950,Absolute VR Experiences,9/5/2018,1,Ideoservo Games,Ideoservo Games,1,0,1,universal,Single-player,Indie,37,0,4,0,0-20000,7.19
860520,Abstract Golfing,5/23/2018,1,Dalivi Rikardo,Dalivi Rikardo,1,0,1,universal,Single-player,Adventure,5,61,13,0,0-20000,0.79
714640,Abstractanoid,3/26/2018,1,katanadeath,Alien Jellyfish,1,0,1,universal,Single-player,Action,6,23,15,0,0-20000,1.59
814310,ABYSS,10/7/2018,1,Sultan Sultanov,Sultan Sultanov,1,0,1,universal,Single-player,Action,10,17,6,0,0-20000,2.15
794760,ABYSS CRAWLERS plus,3/8/2018,1,YANEURAGAMES,YANEURAGAMES,1,0,1,universal,Single-player,Action,7,49,4,0,0-20000,3.99
390710,Acceleration of SUGURI 2,3/7/2018,1,Orange_Juice,Fruitbat Factory,1,0,1,universal,Single-player,Action,24,237,66,357,20000-50000,5.99
927270,Accounting+,10/18/2018,1,Crows Crows Crows,Crows Crows Crows,1,0,1,universal,Single-player,Action,15,187,55,229,0-20000,11.99
882310,Accurate Segmentation,7/26/2018,1,Mirain Mainklain,Mirain Mainklain,1,0,1,universal,Single-player,Casual,6,51,10,0,0-20000,0.79
949580,Accurate Segmentation 2,10/13/2018,1,Mirain Mainklain,Mirain Mainklain,1,0,1,universal,Single-player,Casual,6,45,10,0,0-20000,0.79
963080,Accurate Segmentation 3,11/10/2018,1,Mirain Mainklain, Mirain Mainklain,1,0,1,universal,Single-player,Casual,6,39,4,0,0-20000,0.79
859350,Aces of the Luftwaffe - Squadron,7/24/2018,1,HandyGames,HandyGames,1,0,1,universal,Single-player,Action,30,12,4,0,0-20000,11.9
885290,AceSpeeder3,7/9/2018,1,RAINGRAPH,DLsite,1,0,1,universal,Single-player,Action,0,3,0,0,0-20000,2.09
871330,Achaem,7/18/2018,1,Eat All The Games,Eat All The Games,1,1,1,universal,Single-player,Action,0,8,0,0,0-20000,6.99
771350,Achievement Clicker 2018,1/26/2018,1,OfficialAndy,MGG Studio,1,0,1,universal,Single-player,Casual,2306,97,65,0,0-20000,0.79
824190,Achievement Clicker 2019,4/13/2018,1,OfficialAndy,MGG Studio,1,0,1,universal,Single-player,Adventure,50,79,42,0,0-20000,0.79
912210,Achievement Collector: Cat,9/6/2018,1,QUIKIN Games,QUIKIN Games,1,0,1,universal,Single-player,Action,100,20,31,0,0-20000,20
942340,Achievement Collector: Space,10/9/2018,1,QUIKIN Games,QUIKIN Games,1,0,1,universal,Single-player,Action,90,1,12,0,0-20000,20
864520,Achievement Creator,7/20/2018,1,DRUNKEN APES,DRUNKEN APES,1,1,1,universal,Single-player,Casual,100,32,11,0,0-20000,1.99
684050,Achievement Idler: Black,4/13/2018,1,IHM Studio,IHM Studio,1,0,1,universal,Single-player,Casual,5000,34,21,0,20000-50000,0.79
850050,Achievement Idler: Red,5/13/2018,1,IHM Studio,IHM Studio,1,0,1,universal,Single-player,Casual,5000,23,8,0,0-20000,0.79
821390,Achievement Lurker: Another one bites the dust,4/26/2018,1,Perverse Games,Perverse Games,1,0,1,universal,Single-player,Adventure,4981,10,2,0,0-20000,1.69
836290,Achievement Lurker: Ballad of the Shimapan Warrior - King of Panties,6/19/2018,1,Perverse Games,Perverse Games,1,0,1,universal,Single-player,Adventure,100,4,0,0,0-20000,1.69
798850,Achievement Lurker: Easiest Cosmetic Numbers,3/21/2018,1,Perverse Games,Perverse Games,1,0,1,universal,Single-player,Adventure,4996,12,1,0,0-20000,1.69
774281,Achievement Lurker: We Give Up!,1/24/2018,1,Perverse Games,Perverse Games,1,0,1,universal,Single-player,Adventure,5000,19,3,0,0-20000,1.69
830490,Achievement Lurker: You are going to have to work hard for these nuts,6/19/2018,1,Perverse Games,Perverse Games,1,0,1,universal,Single-player,RPG,4956,8,4,0,0-20000,1.69
851000,Achievement Machine,5/25/2018,1,Playloft,Playloft,1,1,1,universal,Single-player,Casual,5000,37,16,0,0-20000,2.89
806140,Achievements printer part 1,3/2/2018,1,Easy game, Game for people,1,0,1,universal,Single-player,Action,3006,181,101,0,20000-50000,0.79
926170,Achromatic,9/28/2018,1,Studio Goya,Studio Goya,1,1,1,universal,Single-player,Indie,2,7,0,0,0-20000,3.99
874460,Achtung! Cthulhu Tactics,10/4/2018,1,Auroch Digital,Ripstone,1,0,1,universal,Single-player,Action,31,54,21,0,0-20000,19.99
909110,Acid Nimbus,10/1/2018,1,Hernan Caro Vilaburges,Hernan Caro Vilaburges,1,0,1,universal,Single-player,Action,9,105,7,0,20000-50000,0
817230,Acid Spy,6/8/2018,1,Acid Spy Games,Acid Spy Games,1,0,1,universal,Single-player,Action,0,37,3,0,0-20000,7.19
955670,Acropolis: The Archaic Age,11/13/2018,1,Composition Game Studio,Composition Game Studio,1,0,1,universal,Single-player,Casual,0,2,1,0,0-20000,7.99
773330,Action Alien: Prelude,2/26/2018,1,Devdan Games,Devdan Games,1,0,1,universal,Single-player,Action,10,6,9,0,0-20000,1.69
810800,Action Alien: Tropical Mayhem,9/1/2018,1,Devdan Games,Devdan Games,1,0,1,universal,Single-player,Action,10,5,6,0,0-20000,2.89
677920,Acucalypse,4/26/2018,1,Trifulca Force,Trifulca Force,1,0,1,universal,Single-player,Action,2,3,4,0,0-20000,7
802020,Acute Art,4/3/2018,1,Acute Art,Acute Art,1,0,1,universal,Single-player,Casual,0,9,4,0,20000-50000,0
516570,ADAPTR,10/31/2018,1,ProjectorGames,ProjectorGames,1,1,1,universal,Single-player,Indie,8,19,0,0,0-20000,12
817640,Adelantado 4 Aztec Skulls,3/22/2018,1,Whiterra,Qumaron,1,0,1,universal,Single-player,Adventure,0,0,3,0,0-20000,3.99
853140,Adeptus Titanicus: Dominus,5/31/2018,1,Membraine Studios,Membraine Studios,1,0,1,universal,Single-player,Strategy,0,130,23,0,0-20000,11.39
915140,Adera,8/27/2018,1,HitPoint Studios Inc.,HitPoint Studios Inc.,1,0,1,universal,Single-player,Adventure,64,15,1,0,0-20000,9.29
725120,ADIOS Amigos: A Space Physics Odyssey,9/12/2018,1,Cosmic Picnic,Cosmic Picnic,1,0,1,universal,Single-player,Indie,23,36,1,0,0-20000,11.39
785870,Admine,2/16/2018,1,Irbynx,Irbynx,1,0,1,universal,Single-player,Indie,28,3,0,0,0-20000,7.19
628730,Adolescent Santa Claus,6/30/2018,1,"TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.",1,0,1,universal,Single-player,Adventure,0,542,89,0,50000-100000,0
821800,ADR-Labelling Game,4/12/2018,1,Suomen Kuljetusturva Oy,Suomen Kuljetusturva Oy,1,0,1,universal,Single-player,Simulation,0,1,0,0,0-20000,421.99
998470,Adult Math,12/26/2018,1,stariy8419,stariy8419,1,0,1,universal,Single-player,Casual,0,8,6,0,0-20000,0.79
848610,Adult Toy Store,12/12/2018,1,ChaoYe Liu,KiwiGame,1,0,1,universal,Single-player,Casual,13,5,7,0,0-20000,15.49
878240,Adva-lines,7/27/2018,1,Mindfog games,Mindfog games,1,0,1,universal,Single-player,Casual,0,7,7,0,0-20000,3.99
763320,Advanced Mechanized Spacecraft,1/1/2018,1,Chadams Studios,Chadams Studios,1,0,1,universal,Single-player,Action,0,7,1,0,0-20000,10.29
984510,Adventure Boy Cheapskate DX,12/7/2018,1,Paul Georghiou,Paul Georghiou,1,1,1,universal,Single-player,Adventure,0,2,0,0,0-20000,3.99
867010,Adventure Delivery Service,6/14/2018,1,Miller Tinkerhess,Miller Tinkerhess,1,0,1,universal,Single-player,Action,7,10,4,0,0-20000,3.99
787730,Adventure Game,7/12/2018,1,IVGEMENT,IVGEMENT,1,0,1,universal,Single-player,Adventure,0,1,1,0,0-20000,15
876540,Adventure Hero,7/17/2018,1,Tarkin Studios,Dikobraz Games,1,0,1,universal,Single-player,Action,0,1,1,0,0-20000,3.99
850830,Adventure in Kana Village,5/26/2018,1,CoughCat,CoughCat Software,1,0,1,universal,Single-player,Adventure,55,3,1,0,0-20000,5.19
868460,Adventure of a Digger,6/16/2018,1,D1ONE,D1ONE,1,0,1,universal,Single-player,Casual,0,2,12,0,0-20000,2.89
820730,Adventure of a Lifetime,4/26/2018,1,MoeNovel,MoeNovel,1,0,1,universal,Single-player,Adventure,20,113,5,648,0-20000,10.29
901020,Adventure Portal,10/31/2018,1,Megaslow Studio,Megaslow Studio,1,0,1,universal,Online Multi-Player,Adventure,0,1,0,0,0-20000,3.99
728240,Adventure Time: Pirates of the Enchiridion,7/17/2018,1,Climax Studios,Outright Games,1,0,1,universal,Single-player,Action,36,74,13,0,0-20000,15.49
841790,Adventures in the Light & Dark,7/24/2018,1,Protoria Studios,Protoria Studios,1,0,1,universal,Single-player,Adventure,0,2,1,0,0-20000,2.89
770370,Adventures of Dragon,12/20/2018,1,Tuomo Laine,Tuomo's games,1,1,1,universal,Single-player,Adventure,17,8,4,0,0-20000,3.99
792800,Adventures of Hendri,3/7/2018,1,LionAnt,LionAnt,1,0,1,universal,Single-player,Action,3,5,7,0,0-20000,1.69
858180,Adventures of Mike,5/24/2018,1,Polina Medyanik, Polina Medyanik,1,0,1,universal,Single-player,Casual,9,1,1,0,0-20000,0.79
860790,Adventures Of Pipi 2 Save Hype,5/24/2018,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,1,0,1,universal,Single-player,Action,6,9,1,0,0-20000,0.79
371140,Aegis Defenders,2/8/2018,1,GUTS Department,Humble Bundle,1,1,1,universal,Single-player,Action,31,88,21,0,0-20000,14.99
845040,AegisM,7/27/2018,1,Aurox Studios,Aurox Studios,1,0,1,universal,Single-player,Action,5,23,1,0,0-20000,9.99
918880,Aeioth RPG,8/30/2018,1,Ahndong Studio,Ahndong Studio,1,0,1,universal,Single-player,Action,0,7,8,0,0-20000,19.49
536690,AENTITY,4/14/2018,1,ARQUOIA,ARQUOIA,1,0,1,universal,Single-player,Adventure,25,21,4,0,0-20000,11.99
907820,Aeon of Sands - The Trail,12/4/2018,1,Two Bits Kid,Two Bits Kid,1,1,1,universal,Single-player,Indie,24,33,2,0,0-20000,16.99
885730,Aerial Guardian,7/23/2018,1,Maddnuss Games,Matthew Nuss,1,0,0,universal,Single-player,Action,0,8,35,0,20000-50000,0
832510,AeroChopper,4/29/2018,1,Camerron ScottSaxon Niewoehner,Camerron ScottSaxon Niewoehner,1,0,0,universal,Single-player,Action,0,3,0,0,0-20000,0
867790,Aeroplanoui,7/18/2018,1,Phoesion,Phoesion,1,0,0,universal,Single-player,Action,1,3,1,0,0-20000,2.09
860240,Aerospace Forces,6/11/2018,1,gfdsahdgsye7,gfdsahdgsye7,1,0,0,universal,Single-player,Action,8,20,10,0,0-20000,0.79
823530,Aesthetic Arena,4/20/2018,1,Caden Goodwin,csgood,1,0,0,universal,Single-player,Action,0,25,4,0,0-20000,0.79
929000,Aesthetic World,9/19/2018,1,Scran,Harissac,1,0,0,universal,Single-player,Action,14,31,2,0,0-20000,3.99
915760,Aether Drift,8/27/2018,1,Toxic Sasquatch Games,Toxic Sasquatch LLC,1,0,0,universal,Single-player,Action,0,3,0,0,0-20000,11.39
788510,Aeve:Zero Gravity,2/2/2018,1,EasyGames,EasyGames,1,1,1,universal,Single-player,Action,11,25,58,0,50000-100000,1.69
848890,Afelhem,11/26/2018,1,Namir Hassan,Nyble,1,1,1,universal,Single-player,Action,1,8,2,0,0-20000,0.79
617590,Affliction,6/25/2018,1,Corrosive Studios LLC,Corrosive Studios LLC,1,0,0,universal,Single-player,Action,0,20,14,0,0-20000,3.99
498710,After Dreams,5/6/2018,1,Matt Boyer,None,1,0,0,universal,Single-player,Violent,0,126,47,1,20000-50000,0
989040,After Hours,12/20/2018,1,Petter Malmehed,Petter Malmehed,1,0,0,universal,Single-player,Adventure,10,4,1,0,0-20000,2.09
727570,After the Collapse,10/8/2018,1,Anarkis Gaming,Anarkis Gaming,1,0,0,universal,Single-player,Indie,13,11,7,0,0-20000,7.19
557240,Afterlife,11/16/2018,1,LucasArts,Lucasfilm,1,1,0,universal,Single-player,Simulation,0,3,1,0,0-20000,4.79
786940,Afternoon empire,2/15/2018,0,Red Rider,Red Rider,1,0,0,universal,Single-player,Casual,3,0,7,0,0-20000,0.79
644120,AfterTime,1/18/2018,1,unknown,Atriagames,1,0,0,universal,Single-player,Indie,0,7,4,0,0-20000,0.79
906850,Again?,8/8/2018,1,KillGame,KillGame,1,0,0,universal,Single-player,Indie,0,9,18,0,0-20000,0.79
603850,Age of Civilizations II,11/21/2018,1,Łukasz Jakowski,Łukasz Jakowski Games,1,0,0,universal,Single-player,Strategy,35,2712,698,957,100000-200000,4.49
908400,Age Of Forays,8/18/2018,1,Evil Burgers,Evil Burgers,1,0,0,universal,Single-player,Violent,0,2,1,0,0-20000,1.69
817390,Age of Giants,4/16/2018,1,Astrobot,Astrobot,1,0,0,universal,Single-player,Strategy,0,3,1,0,0-20000,1.69
783590,Age of Gladiators II: Rome,8/21/2018,1,Creative Storm Entertainment,Creative Storm Entertainment,1,0,0,universal,Single-player,Indie,45,65,26,0,0-20000,15.49
658420,Agents of Aggro City Online,1/5/2018,1,Starlight Studios,U Game Me,1,1,1,universal,Single-player,Adventure,35,3,6,0,0-20000,0
717310,Aggelos,6/19/2018,1,Storybird Games,PQube Limited,1,0,0,universal,Single-player,Adventure,28,77,11,0,0-20000,11.39
783210,Aggressors: Ancient Rome,8/30/2018,1,Kubat Software,Slitherine Ltd.,1,0,0,universal,Single-player,Strategy,103,116,26,0,0-20000,23.79
487720,Agony,5/29/2018,1,Madmind Studio,Madmind Studio,1,0,0,universal,Single-player,Action,36,991,1127,331,50000-100000,11.39
937390,"Ah, Love!",10/1/2018,1,Lowixsama,Xitilon,1,0,0,universal,Single-player,Casual,5,5,0,0,0-20000,0.79
865090,AHEGAL,10/11/2018,1,Oppai Reveal Studios,Oppai Reveal Studios,1,0,0,universal,Single-player,Action,0,421,58,18,20000-50000,0.79
855580,Ahlman Arcade 2018,8/11/2018,1,Team in Time,Ahlman Game Studio,1,0,0,universal,Single-player,Action,0,12,6,0,0-20000,0
780570,AI Anomaly,1/31/2018,1,Julian Henley,Indie Retro Games,1,0,0,universal,Single-player,Action,0,3,0,0,0-20000,1.69
744220,AI Dummy,12/31/2018,1,Narko Games,Narko Games,1,0,0,universal,Single-player,Action,0,18,20,0,0-20000,1.69
834070,AI Escort,4/12/2018,1,MagicHouse,Paradise Project,1,0,0,universal,Single-player,Indie,0,69,24,0,0-20000,1.69
573410,AI War 2,10/15/2018,1,"Arcen Games, LLC","Arcen Games, LLC",1,1,1,universal,Single-player,Indie,0,206,14,0,0-20000,15.49
783060,AIDEN,2/9/2018,1,TheElvenTale Games,TheElvenTale Games,1,0,0,universal,Single-player,Adventure,8,9,15,0,0-20000,0.79
829210,AIdol,4/23/2018,1,ebi-hime,ebi-hime,1,1,1,universal,Single-player,Casual,7,12,3,0,0-20000,8.29
794410,Aidsmoji: The Forbidden Fruit,2/13/2018,1,Bmc Studio,Bmc Studio,1,0,0,universal,Single-player,Action,0,15,10,0,0-20000,2.09
850790,Aik's Cheese Adventures,5/8/2018,1,Freshtrax,Freshtrax,1,0,1,universal,Single-player,Casual,0,13,5,1,0-20000,2.89
714010,Aim Lab,2/7/2018,1,Statespace,Statespace,1,0,1,universal,Single-player,Action,100,1039,247,40,200000-500000,0
915540,Aim Master,11/21/2018,1,Sensitivity Elf,HITCLE.COM,1,0,1,universal,Single-player,Action,0,10,4,0,0-20000,2.09
964070,Aim Theory - Trainer,11/20/2018,1,Aim Theory Master,Aim Theory,1,0,1,universal,Single-player,Action,0,6,2,0,0-20000,2.89
995170,Aim Trainer 3D,12/31/2018,1,Reblexis Studio,Reblexis Studio,1,0,1,universal,Single-player,Action,0,1,0,0,0-20000,9.29
773390,Aim Trainer Pro,1/25/2018,1,DanD,DanD,1,0,1,universal,Single-player,Action,7,47,37,57,0-20000,2.89
991280,Air Combat,12/18/2018,1,Sonic-Alpha,NS,1,1,1,universal,Single-player,Action,5,4,5,0,0-20000,0.79
812460,Air Raid Over Britain,3/22/2018,1,Bad Rhino Games LLC,Bad Rhino Games LLC,1,0,1,universal,Single-player,Casual,5,7,9,0,0-20000,0
853380,Air Threat,5/8/2018,1,SharkGame,Garage Games,1,0,1,universal,Single-player,Action,11,28,9,458,100000-200000,1.69
672300,Air Traffic Disruptor,1/31/2018,1,Sorcererstudios,Sorcererstudios,1,0,1,universal,Single-player,Casual,0,2,0,0,0-20000,1.69
852810,Airbo,5/11/2018,1,Nekyau Games,Nekyau,1,0,1,universal,Single-player,Action,0,8,26,0,0-20000,0.79
597030,Aircraft Evolution,4/3/2018,1,Satur Entertainment,Satur Entertainment,1,0,1,universal,Single-player,Action,20,148,21,0,0-20000,5.79
531180,AIRHEART - Tales of broken Wings,7/23/2018,1,Blindflug Studios AG,Blindflug Studios AG,1,1,1,universal,Single-player,Action,42,91,16,0,0-20000,10.99
206500,AirMech Strike,3/30/2018,1,Carbon Games,Carbon Games,1,0,1,universal,Single-player,Action,91,7640,1440,441,1000000-2000000,0
595770,AirMech Wastelands,7/6/2018,1,Carbon Games,Carbon Games,1,0,1,universal,Single-player,Action,16,120,45,36,0-20000,14.99
851010,Airplane Sky Voyage,5/31/2018,1,Playloft,Playloft,1,1,1,universal,Single-player,Indie,7,3,6,0,0-20000,5.79
678890,Airport Simulator 2019,5/31/2018,1,Toplitz Productions,Toplitz Productions,1,0,1,universal,Single-player,Simulation,14,12,58,0,0-20000,14.99
342560,Airships: Conquer the Skies,8/16/2018,1,David Stark,David Stark,1,1,1,universal,Single-player,Action,9,2066,111,218,50000-100000,11.39
768130,Aiso,1/5/2018,1,bidmei,bidmei,1,0,1,universal,Single-player,Action,0,3,6,0,0-20000,0.79
884260,Akane,9/10/2018,1,Ludic Studios,Ludic Studios,1,1,1,universal,Single-player,Action,35,425,8,0,0-20000,3.99
812110,Alice in Wonderland - Hidden Objects,3/6/2018,1,Mzonestudio,Microïds Indie,1,0,1,universal,Single-player,Adventure,0,7,9,0,0-20000,1.69
667040,Alicia Quatermain 2: The Stone of Fate,7/3/2018,1,Jetdogs Studios,Jetdogs Studios,1,1,1,universal,Single-player,Casual,29,19,2,0,0-20000,2.09
818030,Alicia Quatermain 3: The Mystery of the Flaming Gold,12/19/2018,1,Jetdogs Studios,Jetdogs Studios,1,1,1,universal,Single-player,Adventure,36,5,2,0,0-20000,2.09
786370,Alien Crusader,3/9/2018,1,Zydrone,Zydrone,1,0,1,universal,Single-player,Action,0,32,20,1,20000-50000,0
926350,ALIEN FIELD,12/22/2018,1,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",1,0,1,universal,Single-player,Action,30,5,0,0,0-20000,10.99
929730,Alien Invaders,9/11/2018,1,Garnudo Games,Garnudo Games,1,0,1,universal,Single-player,Action,0,14,11,0,0-20000,0.79
818640,Alien Invasion 3d,3/21/2018,1,Jim Dex,Jim Dex,1,0,1,universal,Single-player,Action,0,0,1,0,0-20000,1.69
873930,ALIENS INVADED OUR PLANET,6/15/2018,1,Kerim Kumbasar,Kerim Kumbasar,1,0,1,universal,Single-player,Action,41,17,14,0,0-20000,0.79
661030,Aliens&Asteroids,3/8/2018,1,crowgames UG (haftungsbeschränkt),crowgames UG (haftungsbeschränkt) ,1,0,1,universal,Single-player,Action,12,14,1,0,0-20000,1.69
628290,All Walls Must Fall - A Tech-Noir Tactics Game,2/23/2018,1,inbetweengames,inbetweengames,1,1,1,universal,Single-player,Action,153,137,30,0,0-20000,8.49
835630,All You Can Feed: Sushi Bar,4/20/2018,1,DACS Laboratories,DACS Laboratories,1,0,1,universal,Single-player,Casual,0,8,1,0,0-20000,1.69
871860,Allergenium,10/26/2018,1,OSA Studio,OSA Studio,1,0,1,universal,Single-player,Action,51,2,1,0,0-20000,5.99
979890,Allison's Diary: Rebirth,12/7/2018,1,KR Games,Star Consult S.r.l.,1,0,1,universal,Single-player,Adventure,18,8,3,0,0-20000,7.19
